Id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,Class
87e70664922d,2835.363522,48367.837102,18475.364499,876.466161,36966.054510,37774.163528,16784.397954,41951.971514,99524.617491,43164.212651,95467.105663,99423.252092,9750.861579,84563.993054,99880.983527,47633.767822,90897.653593,20644.495505,48202.887121,68409.165858,53027.550910,20715.809504,39701.570672,68842.037407,58991.656857,95108.911840,51568.904285,645.687363,58033.577404,58301.981288,66207.354419,41092.361316,38771.263842,72038.230253,30169.080389,63325.071257,61644.872209,5842.989794,81491.593852,71854.171726,65220.118431,7026.189761,8449.837175,911.600823,4720.620721,29444.147400,67814.630458,84502.137940,59457.738698,74953.603039,17855.325229,59367.443954,13464.925025,7851.058821,88016.257586,93157.371013,0
7488b33b4e13,78580.844122,74672.803828,96004.237198,69671.020927,69301.330658,48956.009702,32759.491547,82282.871486,674.455198,53794.165366,31585.515897,64997.718293,63945.382982,79418.476809,5466.663575,3128.992846,94136.768291,99214.826053,54153.113157,7700.865598,34845.059888,86067.965329,66826.909040,88695.114006,53311.481881,56767.965716,94323.084138,64645.346169,44134.354058,79848.034934,90807.934078,66633.055907,31793.663169,60839.514181,31677.528165,35965.893715,10927.163174,77968.618991,61809.441200,92332.448058,10347.474812,37356.711446,66661.370514,7302.648022,34582.892628,68927.216461,98350.578115,79085.361747,22367.409486,56521.108931,46060.230193,91467.169508,56859.807099,47721.561423,14089.495842,13301.822232,1
e9a417692600,67159.660685,38318.097510,55988.589765,92402.632529,5857.221811,37617.389015,61318.663752,28331.031592,38088.822008,91236.216995,40513.991774,4078.473066,18147.275816,81271.061238,1001.218163,27910.030753,85393.845466,6909.417673,14703.817210,54864.765604,93157.031384,92332.883138,24854.864608,69292.588347,19323.284682,67206.660370,12286.490245,15251.420499,43595.711109,19304.784746,85462.368358,30811.034355,93021.290318,74050.947046,9979.575166,48936.453560,89256.208323,58325.958560,35573.782169,86694.001694,3238.737902,39864.180886,1957.021876,27426.581792,35603.043801,91398.918794,71882.695581,65113.145173,25076.171564,77028.474423,71135.869563,19857.008366,92949.433395,90542.581097,20858.746037,56276.917041,1
bc064cffd931,7935.519899,87734.024650,48775.961686,61673.170468,58258.349041,11950.726084,90343.836273,79381.964570,3245.822473,91958.976440,57579.633593,2350.494525,64061.043826,55660.517139,36911.056954,78125.545420,92002.239322,48648.956432,77328.473470,66429.720321,38958.111953,357.857515,72879.589469,11837.101667,15271.486393,52071.867883,58764.179533,55836.073336,916.537606,13898.840200,59435.570837,6575.001566,56876.321287,48761.673931,86141.306767,72269.828810,43241.579441,8019.500336,55827.324085,88844.214162,61157.205005,75294.783128,65717.008311,35685.484962,58672.177343,93023.422593,16560.740767,12555.731280,9148.267776,52192.755258,92458.787363,99336.017299,34590.883597,76564.145806,28562.842202,62222.434861,1
8e197e7962c0,42846.930896,76051.419589,89008.315602,45104.994932,42272.355554,91763.366641,59032.929950,29771.295495,15272.610290,12229.423733,83056.575065,1296.589360,73662.359596,64753.752241,96825.386913,25635.510224,94749.401128,47227.672283,95885.104808,95916.482111,82270.676825,64319.302761,28630.521344,70060.434548,75390.076880,34290.398157,66301.300013,62837.176292,45742.335591,17139.812976,15250.019112,25654.052800,10601.108590,45114.365807,57625.357909,95504.832709,59176.530280,97226.050767,18340.687462,38762.104760,59209.877956,70980.981096,32574.221604,62351.717955,66046.853358,80398.186569,35764.055541,5872.356660,75993.731739,3759.112658,52559.888957,66307.565185,93914.280930,56541.341474,71385.968943,50572.893156,1
a5246c420f52,72246.458238,92388.687459,66788.615719,36968.440797,37490.794807,71269.074201,57873.786662,42315.832031,60588.520035,49038.787525,92017.256439,20982.599472,42868.872546,2881.967337,47020.788746,56316.895855,53567.750025,92809.973704,72076.433399,29640.595443,84146.221165,70960.326247,81391.729329,86552.363526,69284.942244,17883.387067,26801.062644,19611.010322,64371.952493,27389.812027,79447.509811,88373.080529,29351.861107,78448.885845,62250.311354,57374.392574,31074.838395,6829.179739,39465.721618,7841.292961,60317.916670,31707.308113,88360.129286,71070.815195,98795.728669,38294.558336,3987.040951,3851.900650,63087.321622,83418.069938,84395.615491,64074.149960,10120.568948,34394.530051,1106.240701,80191.044712,1
23cc21b21c91,77255.512549,81827.620863,25760.956574,41163.845388,60676.974778,58437.974970,44385.620308,3185.809517,28863.516237,81238.754969,72668.204496,32800.945457,64458.317107,4364.426206,87477.641469,9509.238968,94520.072094,48695.270766,11620.965981,37469.233483,32017.144468,39292.004825,33079.022442,93540.501982,58053.115557,27561.549616,495.604116,37852.942355,24595.615939,35410.326267,62441.575801,78004.443044,64154.470701,56142.400694,29399.477418,24591.378344,82193.113826,71182.004052,12933.662727,64021.094585,8162.074750,21834.994224,38258.868899,77519.523453,75468.068802,77148.379942,50647.083335,64628.497756,80102.851569,48232.880732,48804.725353,33280.080615,1082.050860,29320.812028,66640.446244,18824.555612,0
67b15374cd90,91402.013724,15276.642727,82612.308202,83744.644147,17389.331719,30012.863255,24018.268585,98544.447763,74356.526457,93233.238123,98861.221767,22839.707967,32968.420248,26974.134818,4906.503340,2560.084820,42986.211205,54321.946647,57399.582327,73275.414099,58289.961360,8174.376575,99748.661343,69270.666466,29830.606476,61090.148658,98386.293950,52920.158220,25171.389944,2120.901511,38404.701377,8595.382440,25346.249644,9794.137191,11455.414674,36243.345693,18021.059077,30746.339439,7112.719135,11480.993451,56610.806992,90111.812783,4232.145872,36099.238129,52413.603977,18805.341648,71414.656348,1012.839250,75583.352920,38782.813741,98635.340053,70272.201933,92231.662055,62408.286650,39316.261111,11294.516140,1
fa3c9ef77d7f,54457.010910,50647.696316,1965.020334,24960.651675,48913.028079,65177.723292,80157.603670,11017.474415,5371.442223,8648.841585,82691.695001,99639.574569,52832.506666,99828.451648,1771.635336,68684.344369,35932.930621,86848.669553,65400.504485,81877.436686,70787.260939,91930.012412,89519.691540,96617.189485,71509.303136,6509.365862,77780.559925,90281.477349,34786.746902,6102.314510,95564.853533,92503.886807,95508.312176,1374.004919,24078.520129,44183.447204,33013.916750,53974.608330,4623.672234,19445.793038,78169.091199,73575.106458,54454.854153,45930.906608,60744.510901,50822.281650,75157.850376,66101.409600,44183.723407,16911.326759,70161.181930,56039.593358,41550.392094,18715.166705,3771.180697,26717.200598,1
6f37263ef6e5,76302.171372,83871.170942,68530.785534,15023.850369,22774.254895,60194.081999,23270.564513,76743.907170,96225.626315,2574.577787,83900.456011,70992.878198,6971.203595,1908.440412,79765.540179,99129.288500,945.891868,45784.909411,85490.457002,55951.042022,32728.068639,17233.056426,37376.048974,54081.799895,75067.362670,70460.817011,49738.301266,8250.836930,56377.766005,20125.040540,51749.726235,70917.833789,60268.389855,38243.718693,92641.544066,19549.775720,93010.227843,12011.448763,21439.932740,97161.792057,74706.187859,90247.705868,35843.759611,38389.673612,2782.664108,83428.076608,77060.937847,67796.591997,48621.468970,11000.232289,89148.016510,34583.245590,2040.157601,36342.787441,53115.496636,30426.433708,1
fbb5689a998b,55235.943655,79736.630288,30646.803160,68984.241120,12939.359981,26155.898718,49841.820476,86145.774252,41978.538419,5559.115912,88384.527136,22875.749725,56780.035109,45252.514228,17625.585721,18452.902508,28015.858801,4647.425429,64713.258001,48863.639589,79038.403996,108.298897,93409.845722,8687.635585,16996.184046,51221.276877,694.008167,86952.532229,19690.861386,49464.707119,1810.674614,4936.837672,90570.251831,68312.458799,88154.310429,20461.202429,58602.064473,99808.359350,4962.773217,94694.376953,53250.112365,29125.441389,7311.883385,93300.933615,53487.301024,72940.883251,50358.930586,12449.138696,73061.314014,33570.355787,74256.939657,84822.911981,99215.010492,97674.814561,93419.318143,29685.099599,1
9196cdb11d23,62895.943703,69480.973829,87485.234858,10742.419720,21479.695270,41075.038447,37550.940660,21279.913694,96838.538077,4352.749675,10468.586632,7830.610026,25822.174540,35607.893519,22999.117718,22739.749898,50759.737380,42375.489969,10386.738846,3509.847817,49243.187742,49629.940172,47265.355407,61634.505525,51076.279345,71116.874314,4852.023421,61624.124009,22175.670187,93928.984262,24707.044611,72991.267778,25290.186044,63797.311057,65450.730668,94299.345739,52407.439423,95704.111561,71659.821344,62745.838050,10994.883657,63629.650601,35523.052344,23087.624109,23240.006596,67581.211947,70027.633432,701.141804,64921.588609,14650.606037,45128.301217,98422.580391,48290.023527,68134.190306,79094.059604,3546.573726,1
547c27346079,64642.584620,34147.703269,91141.084471,20724.212487,53136.366433,51605.532898,45498.282653,46980.958726,27700.240382,74782.143100,28191.885698,59029.776064,9397.213102,94727.571322,20980.907330,39658.309112,66030.614583,54677.791892,6878.007395,64813.343554,63966.814103,25402.504142,35200.404510,88955.375953,7676.730246,47147.681503,96972.322441,57492.659609,75886.473774,14419.878062,37205.774170,82979.385452,24981.560320,57992.851778,99064.704191,84048.108092,88174.525992,13346.966582,8534.866948,96472.144166,94509.508420,27949.197717,25494.777269,7125.348708,73718.594687,6624.911528,16964.696301,22539.608851,31258.991257,45999.004875,23756.703597,73794.191705,61419.959399,90118.092932,7348.266710,4581.867394,1
1d3f06408ed6,31429.330989,85642.595116,43009.277942,24149.901073,248.678937,61720.759063,81200.194808,14660.770270,37426.806228,99480.662781,38456.276629,11084.037610,55496.669771,704.321312,7797.552857,58494.698553,13868.997551,89640.760324,46890.616108,76992.573887,69808.425260,24524.845523,38352.725373,83172.790311,3056.988289,39752.061361,75569.625096,61318.906830,70896.059255,93330.139405,99614.570884,86411.325579,10706.303564,74092.838470,32005.446635,13637.699864,92459.984600,10446.058484,4300.270150,54834.421955,53987.111262,92256.940178,9511.342098,47667.623573,22270.563475,53848.572419,87269.253251,11475.911868,58666.099355,79558.697410,50016.725650,82181.836911,87426.155890,89263.928016,96579.179874,49198.391152,1
7bfc10acf139,4879.102716,29235.971377,49611.504845,30923.918737,43806.431229,54336.609790,37252.360363,79438.388075,85256.914025,66325.203297,53791.820141,82322.341948,17047.467723,1830.054397,3511.296071,36427.988607,325.441939,33096.170470,10370.350607,37570.528962,29679.653933,83601.420143,10638.925715,12992.751392,25823.939545,55655.439871,68956.304513,38161.506635,74351.631240,19243.310252,84128.644652,36711.757929,740.749431,7010.606476,51004.549914,16422.841354,83665.292255,69010.705320,44414.874565,44975.993150,97035.149740,22121.913900,75563.119859,14924.933573,86613.115917,76009.775760,11745.691781,96123.595080,50939.904080,37421.775412,58363.110795,70344.485984,59429.483057,66234.525371,64460.091859,26925.987696,1
3cde2a51a838,31257.711057,22259.527402,18688.165116,54673.150705,71142.542006,93487.102379,54650.919533,30542.839408,86351.137484,20811.345003,1683.359833,39550.796175,76950.359185,11566.793851,72207.990415,78032.012331,55231.201873,53728.709914,28835.180694,55147.855487,5888.512395,78604.555267,27220.328479,53926.969579,3692.810666,26518.867902,96319.077639,74364.281248,90394.646201,49522.460050,51588.637447,71312.801090,67430.112845,74524.435417,92346.311280,34209.998354,45266.214688,97175.580575,39536.176971,64371.438402,62125.748107,59189.158986,37933.099884,89133.252218,23496.219386,70359.429711,70426.565321,6312.192278,95580.493271,89676.092364,64499.712618,6962.916346,95939.959918,78816.633991,17927.280127,8083.501250,0
b807feba4e77,42489.024262,16813.716233,34189.846736,2002.905938,27041.856215,94106.758340,86807.552772,68249.393070,87229.111026,21103.631806,65061.535024,52596.327431,45424.097638,52173.147511,51394.715808,80166.900151,31830.799993,42382.825788,57435.013665,16164.446383,40131.779969,74723.438783,56910.295220,68722.081082,7581.151735,57351.000334,55724.709477,8218.488481,7696.544146,69196.092530,99005.215109,85156.124727,62482.442376,16148.820467,60197.026698,31289.996862,21524.269463,23336.777389,81470.860869,92496.931388,77631.612803,76591.582310,44877.090324,73497.989050,92616.048765,60461.007971,46802.014123,66099.223155,3824.271848,58758.252654,61827.475907,83231.876862,84349.714691,84601.279200,39058.439943,58050.987756,1
4318848ef376,63352.039926,58484.185579,53228.840091,78966.201616,44319.452006,38249.975561,90354.666824,54425.753656,59358.791824,64016.730463,76737.466309,46848.275686,86305.042305,88575.305520,60860.457983,90420.969659,72227.240737,81029.642848,53115.769760,86706.741780,46501.037725,58513.686498,22780.833919,89385.627080,25157.339000,97889.897006,54017.024057,82724.445218,22754.101529,24377.289088,55308.750515,72810.384604,40450.117446,79813.489057,32999.223665,87360.427084,77003.976724,33581.605925,23205.668678,32019.111011,43528.995582,93555.439014,29196.494707,32700.824901,51169.690078,97366.616781,28813.935945,86962.399858,71307.138903,68381.434778,18145.458619,10753.384195,82238.409047,37122.157951,43854.761539,47469.022057,1
3ed17abc2ea2,34694.063156,3546.760155,71712.309303,50708.444607,48304.403909,10192.331126,22791.333427,73540.293141,98525.935971,9970.215826,15519.677296,3299.500779,62972.184990,53026.212796,25170.487410,23981.372860,36046.680788,99480.757704,62444.657850,20854.095005,49892.838449,76938.410886,67040.708366,35430.707155,8392.212677,83136.128542,14478.802561,47409.322176,81957.203855,61177.409781,91398.601314,2168.495651,12376.770528,61222.736193,58656.811259,38666.296622,65966.832156,18939.654962,86766.762743,64650.246406,39004.632960,64815.342142,93668.905087,93672.685143,53087.284499,31088.377112,70944.199611,37539.183229,5114.434443,61408.068770,78432.714424,94446.273805,19213.267388,47383.185176,94788.380338,73708.562012,1
a4e621f2609b,56252.827793,33201.398952,18032.052255,52097.723697,42207.321532,80058.612260,85928.320774,45848.084507,16536.708090,49779.845226,42890.233655,36924.757315,11880.601727,58819.770126,54948.953653,81359.802231,21782.737542,79795.023470,16503.476685,60146.135966,54522.566044,25961.899684,27929.584160,45449.332326,2433.117134,6643.321894,23690.424661,17327.469376,93266.564387,4819.392021,92885.676008,36404.095582,7781.502103,77010.830320,84385.677339,11420.989389,72137.106651,41970.738344,35853.960844,80875.625685,16505.064616,77086.346475,70729.434596,79281.299262,41932.776853,59389.310800,80087.692929,71941.109416,23846.323303,58405.623735,49176.017583,2462.448728,82749.056190,15049.031523,76931.141934,89847.084091,0
6b10e7599d33,48302.393356,78539.653382,17416.031823,50764.478182,11183.937540,54891.095750,90884.122178,80300.663699,63122.616781,25030.508548,3359.288598,35157.672422,12515.139882,66237.050331,81151.701223,37977.517806,69349.026362,66499.955093,40168.764320,5317.411960,52351.593218,82628.908506,57975.955774,47806.761649,5689.399849,16815.573854,80828.460473,98429.155030,59076.128088,29979.813472,29118.187384,48074.891981,2399.244303,50603.438490,87707.842846,78774.377468,79819.794348,72909.484968,22809.053335,86649.052310,98698.395401,29377.064012,4289.677273,29938.646608,47540.350639,10947.967574,97054.362627,74488.514551,3494.622430,78432.293990,40017.672642,94082.418260,40700.239494,27950.036890,40405.656512,78136.458717,1
59ecfe5d0cce,11105.723556,58664.657405,3472.529818,52603.459110,83141.864366,17031.025849,41631.898180,15666.560075,19865.042946,27844.037655,26680.467280,80912.781539,57291.297668,84527.172484,95261.451155,43631.868152,17972.184424,62222.437326,96793.724426,15836.989566,81095.301140,22085.377112,68887.670919,51564.647792,92119.603077,8663.660713,38968.395249,68978.049312,50265.043594,65983.162547,79856.210247,67239.884193,30015.760860,67497.644978,51395.202582,51418.048473,21403.888675,70932.027109,28725.149542,7851.526867,96456.771291,51922.833395,44179.760810,44438.849550,33886.247811,28970.447788,17851.408391,19710.803641,76471.033870,20412.456807,34909.026724,16022.020098,40925.799643,9462.594825,50238.180992,39393.468973,1
54fc7a202188,40474.381893,39707.723238,98118.276804,69274.355051,64740.724092,83101.591942,91389.200575,30085.481726,10340.558267,72672.234234,51235.249499,55385.206682,83613.180961,83111.342523,23516.430929,8412.803226,86650.852606,56301.767416,58131.311851,50857.477482,87541.429520,42634.724281,58167.969590,3503.766626,81180.853336,72648.568933,89557.708283,3661.485187,96194.920094,41937.020570,25594.185659,71650.477240,33473.705698,94207.322137,98728.403972,89073.641901,93758.616727,83797.514961,55040.941760,20570.504810,44151.877562,75762.907827,70495.647450,99540.967146,82528.865517,90109.382326,57580.907587,19158.547617,24415.343022,99854.711789,18087.882033,3351.644210,93836.941832,33395.922067,42379.268234,1525.672548,1
caaf5246e58d,91453.512835,21963.374433,14672.411380,70310.062946,84515.803552,5223.653517,77932.445173,57677.349477,24854.624899,64211.425594,27886.418603,83630.109797,20428.927038,34829.563547,86005.186394,17998.860825,83991.078938,72044.801406,38449.283909,5995.124043,71276.472927,75167.829016,2928.191089,47642.606213,46178.812156,43606.971190,66915.462002,35976.943661,11094.819839,41422.182569,98918.743157,7785.362120,51195.840393,84412.390897,86109.681688,56578.412082,9507.494500,22033.665739,31163.314725,68207.367966,70910.093903,74175.204697,9966.739616,68410.523769,65119.924195,43253.322500,18774.685182,82336.291130,79579.681345,11184.255342,87982.469932,39892.873672,33825.358631,79647.952075,10187.019394,34161.627134,0
5e9a6bb8aa53,83698.280528,83799.681574,24601.737405,50967.624305,52404.310880,66460.942253,48578.988814,99656.610254,44591.647204,21297.666782,20162.584820,87036.706614,42243.826844,85092.127484,37112.523062,15272.953186,88771.541556,59187.553327,13348.617679,4628.158782,49075.441009,43844.477071,83828.436945,13592.790013,2876.999362,46173.127222,69784.761379,76711.406367,22026.924378,65397.536960,31101.326498,58534.067608,18781.214584,85773.914233,36471.967466,96503.789037,80279.204524,38588.028445,2547.312056,72163.828602,84932.074075,55505.677708,54327.840181,33819.760157,42443.518599,85862.589764,56949.954647,35541.238664,70876.133294,81929.338246,11013.571376,15398.607926,44574.000472,25656.544356,40475.044396,8034.775274,0
cb49b7f84923,79169.326129,86166.650411,17729.867065,18228.352786,54302.837532,63539.239959,23794.187512,91197.919960,22273.477357,284.521465,16426.070544,87278.865261,25661.737749,53589.900533,31481.050689,94911.369215,31335.477844,72504.845323,99159.083091,64680.954612,43968.884568,84365.771231,66659.431028,56752.655458,3413.421948,99958.852213,5176.325335,59544.531944,5637.700682,95326.173167,97573.730513,96150.738029,1427.397130,37331.166588,3608.055431,47649.910279,60778.938459,56288.440487,35539.806132,79886.406703,38299.278511,30318.805672,49458.205001,56072.553131,69474.640675,53544.710710,69511.908404,41312.569999,44696.835463,75322.738272,42790.702359,67797.116789,90611.210244,28118.117776,35685.933024,78898.662469,0
5b9bb8a87c8f,39702.315885,84203.795685,3688.956066,95693.827693,92800.074704,59541.228626,55412.919117,46662.097598,11632.315338,99181.481691,86435.192292,25840.883797,20.136793,59149.493981,51332.833326,3551.925148,59279.814044,51462.571334,21827.574092,57520.986339,78163.530331,81491.809747,88685.361345,62007.329003,75882.324621,53879.091630,75956.826608,14326.248713,39579.434837,24622.638048,68365.476351,42646.639899,56699.488695,13616.892035,21852.087013,78792.412302,94532.824412,29648.671281,12655.132206,10213.136181,563.248130,11399.104141,89920.152861,85927.376590,40460.876889,68381.234580,23248.622137,76852.656028,91457.091162,10109.816867,24645.576050,35012.126838,21472.136226,35817.956348,87986.077954,41442.519564,0
206d3948c9ee,90332.624425,53483.625203,26389.070749,29428.386824,859.043576,84389.335505,14733.812684,8003.331406,28595.910578,73156.558258,60296.464796,10893.313490,96579.083678,98980.695307,97890.041305,48981.562444,71401.241694,48960.201610,16585.507658,61156.109472,70772.530606,97200.086899,86564.441448,74542.302363,33955.636435,90430.465634,72987.821030,81664.334946,17136.205387,58890.768885,76088.814586,58840.152216,71867.108863,68424.878827,84243.158996,31489.296473,8150.469950,26499.918283,30066.496081,32552.483981,731.472156,54570.856202,13638.220851,33794.004753,61791.920111,35933.812939,75089.058757,31818.106079,27664.320874,43724.617441,34258.743524,99624.483903,42791.445485,66600.582081,26801.197187,20754.926331,1
61a01b9bd427,42013.166011,94662.911476,39260.815590,49506.372098,58914.881768,15816.161518,4255.193717,30709.623668,72733.432227,77825.648492,37834.077419,92704.001249,29570.985164,19874.383022,46831.866957,38606.291887,86563.014942,6133.758591,89773.245936,74683.444563,96360.537250,41994.414982,53662.515062,55115.854091,83973.774456,87567.865923,17449.199068,13695.182197,63264.448643,22190.146141,54868.962471,10507.663408,81208.167020,22665.355414,87181.899739,41280.969865,15077.246271,29811.557256,14619.597306,18101.575500,42960.808590,50741.276616,64457.752261,16166.558870,87202.453254,46206.897675,3201.515394,88790.058160,23498.007272,21369.580855,60965.046000,23162.045334,30882.179125,9354.356792,98790.043485,14679.730727,1
65d399ea0373,26512.532836,73073.635961,88442.439632,29017.296318,18623.039163,96155.299239,30424.673445,38528.420894,47853.525450,39954.358885,21163.661636,14181.160293,33696.820274,68866.300611,51724.375914,14165.177015,37053.332625,95510.720267,15799.781910,43345.453084,19268.650940,28993.492386,83985.134000,341.494433,68398.058692,52223.970920,92220.325456,40892.523794,20571.683958,80624.886857,92643.264859,25103.863298,39366.963317,6148.681340,11222.911139,15740.736104,10027.170371,50336.570356,4988.116467,98943.551996,96182.308565,79005.087748,47886.981617,10377.867829,30889.866829,83805.291966,78629.005070,71149.251659,36528.054923,41868.886970,71458.195779,44620.445755,78887.688236,56791.726170,40886.697952,49779.487133,0
a1184f2cfabf,96229.057020,88642.034341,30471.391777,77766.893374,43039.948539,51553.019397,76372.641547,30097.802592,36391.933603,92412.170622,89318.345276,39313.395857,97945.098129,47466.394203,75064.228519,95446.537819,12437.561267,82753.695085,28057.123419,74973.109917,82136.633581,43902.349649,63270.909663,21739.883465,53182.309183,58171.010102,14726.690046,76864.502980,44725.758368,75880.901759,61615.461553,56026.218636,75813.230276,77989.207023,12192.605208,79415.723001,13444.998892,25257.026904,3212.639677,20088.501860,48287.705396,82307.120739,96221.852418,13297.315024,1742.926665,18036.678318,25343.375948,44864.844013,10183.311193,88004.435787,11261.159642,75766.416872,23365.614319,79377.761978,89720.144673,93395.135567,0
01c4b43eb401,8936.343605,65285.559558,57672.417428,83728.890893,79412.443700,6540.245722,20064.038551,53298.557658,84409.570847,2515.607505,26638.864128,25795.423716,37851.704579,97502.733960,70618.506711,17363.313107,1870.687724,67950.439345,25146.643785,71875.585151,27291.722881,20733.683510,18469.995615,90087.839656,72996.853593,76142.766354,98746.981247,80167.842822,57612.248883,61757.987593,84562.479820,23388.552255,20711.854907,92635.914017,80784.535670,3963.346591,54818.186352,11544.596316,3854.800589,76763.264638,11430.096223,40002.465886,23080.297139,97822.027981,54649.849606,86594.727040,80662.366800,21158.478292,14756.265892,48549.743117,32237.994694,26780.889860,62040.731732,94329.514421,31489.405390,32666.505405,1
b0e048271ed7,62069.334251,60875.192891,99875.937287,22140.518382,20843.015853,45096.415795,44080.648847,17441.726790,61533.843723,99081.206597,77140.660919,59633.589352,12997.823121,52928.475471,92407.717526,13243.741615,34092.600635,49978.464584,42484.135821,53532.504953,42793.348711,52755.593792,61696.521820,77428.368601,71235.010919,55584.926074,9895.127591,38602.924215,75805.677314,80264.486905,22285.797417,32082.882030,68967.962569,95700.026523,73935.385464,10713.914529,75186.456292,73642.719784,98599.818588,67998.573684,84995.524325,95007.075818,33988.266055,76431.285497,49520.919480,6386.387527,18553.054386,14457.173782,63055.398075,13251.057418,17902.927039,536.417273,64875.244044,64165.599453,39267.200881,24301.774620,0
e4b438692a81,65289.867029,52245.877347,41804.763493,42367.113936,7566.298845,19289.511965,84893.627448,83371.408668,59603.930071,37747.190337,80865.307481,33021.830731,65988.807846,14076.682585,25272.681743,19532.537304,91485.154745,49224.601888,23670.989115,38884.361554,37571.294920,11447.521012,6488.997380,34852.477266,45932.888076,5723.509530,29741.132330,5487.008620,16987.873519,80200.587442,85486.073255,2389.732322,5344.103849,26796.451273,46381.822211,84909.655697,25532.277136,84041.828985,23995.917523,34668.397897,38846.857286,84780.165522,94140.374261,62115.731158,31147.056985,84648.851819,13475.052809,12911.215797,16856.690937,67611.626574,73042.640884,37725.098620,19019.192070,88338.260182,47205.849783,18450.706876,1
7bfa20a67327,27529.640002,41516.777878,22107.514805,68488.768193,3677.234871,33207.079052,20785.941976,31671.216145,33616.043651,19773.284924,15473.674092,52949.942651,23068.715007,66800.964275,71752.937127,77345.388723,41172.380245,7971.616171,48284.425526,70524.990235,19163.493455,688.438684,52967.440147,41272.078596,34996.948876,13971.487334,24808.303720,32997.112271,35610.337558,94539.578487,32464.165567,4049.950392,82818.937595,61230.899354,74113.803385,27762.512530,31870.881203,43588.364381,76284.614490,89926.906347,86118.800863,63359.669641,65313.334481,79832.289005,57121.611798,88284.441303,49147.513921,17247.639429,78326.104733,98524.637221,27534.595617,48860.090115,94606.889761,33223.704773,12372.777976,97039.660757,1
37c36331623d,56842.356287,65178.954073,49155.342802,56839.544533,50576.615197,65152.535846,37821.213200,46910.072409,47564.497422,54331.999172,43362.907208,19223.781498,91908.424247,40938.337672,13900.508230,96335.997345,11102.015230,13680.696385,61140.713345,73087.893104,16644.172996,50572.725847,11087.149799,47427.913539,2492.760288,63292.113860,19184.349877,79905.307016,58147.927196,18992.993584,89048.183185,65776.889493,71446.353135,78859.843494,17307.409533,91575.134870,19041.410735,32623.212913,61873.229384,49788.937601,66112.079455,12117.467544,91274.527492,59711.438490,58128.964458,92306.410349,14944.462929,37550.141861,984.129295,92971.928313,27596.814653,52399.018511,81199.328816,98038.432489,24904.910055,90359.367479,1
209f84de1508,35744.800215,91696.016177,12147.983404,68114.498516,13274.765962,27153.989473,94005.912418,45470.509247,33352.334435,87999.478737,44332.212686,70153.066734,633.224147,79346.545397,96131.978944,37472.505227,15037.269152,83955.501507,98891.096109,23527.188323,29102.724349,20588.812866,98543.182036,15770.247338,12485.324048,60665.992363,39053.079662,63261.213980,10590.950730,54234.463074,7584.425312,52231.930465,871.784165,71699.439340,62188.852013,41563.419153,71579.399992,59028.627566,76476.605396,86681.653830,7358.093177,45912.469118,18498.711515,33530.814784,39050.713909,83063.115431,69936.754916,49612.042717,98734.740943,28975.864897,15010.593423,24492.370792,91120.322637,75414.422962,68802.493110,961.074137,1
f19f178b3db6,25750.711957,50026.536309,94713.937179,16509.548424,16192.400019,53980.000562,4586.450847,11103.800088,82177.734111,3246.702188,59229.598312,93632.227296,14299.789089,51674.735271,15216.689274,35875.871279,43995.385532,19619.251548,50159.625102,34708.658162,18779.313742,55236.810922,67607.748836,31268.300786,48880.254725,17780.024942,68176.089824,50256.878363,13362.791059,96857.224553,2483.495718,63843.237242,6701.568198,24411.029338,91163.074562,54931.746877,4632.489473,19794.590020,94685.693517,97442.866278,55168.212231,38747.922893,26794.989507,76495.144675,20163.225499,83155.862546,41807.938325,83165.352026,73838.408651,99064.973936,62553.426207,1167.016561,35914.483552,59392.800800,72243.876616,75743.661464,0
ae2f29ad05e9,27547.718536,77084.951514,42652.169275,52748.315500,39045.479221,69463.445323,9204.441559,86624.093513,42157.899504,40372.896999,12034.704825,57836.982962,37300.525936,8659.241629,21594.912424,85057.254043,68808.868177,18314.429094,8892.352366,61176.158068,36700.157918,46093.285873,58809.769463,63023.699494,91831.034768,53544.734554,33538.119253,21211.215541,80748.323616,18709.765885,92114.838917,94190.754840,724.692695,49400.644774,85627.563963,81868.785843,50027.449868,55539.460866,37117.015361,64918.817703,79715.745411,40200.345839,13314.904042,13208.739914,63928.228199,12302.033001,12825.330791,66107.795820,55843.762646,48497.820542,26000.847373,60076.768533,33813.635934,35124.713729,54838.934902,92330.117589,0
