,word,pos_tag
12454,androsterone,NN
12455,androtauric,NN
12456,androtomy,NN
12457,ands,NNS
12458,andvari,NN
12459,ane,NN
12460,anear,NN
12461,aneared,VBN
12462,anearing,VBG
12463,anears,NNS
12464,aneath,NN
12465,anecdysis,NN
12466,anecdota,NN
12467,anecdotage,NN
12468,anecdotal,NN
12469,anecdotalism,NN
12470,anecdotalist,NN
12471,anecdotally,RB
12472,anecdote,NN
12473,anecdotes,NNS
12474,anecdotic,JJ
12475,anecdotical,JJ
12476,anecdotically,RB
12477,anecdotist,NN
12478,anecdotists,NNS
12479,anechoic,NN
12480,anelace,NN
12481,anelastic,JJ
12482,anelasticity,NN
12483,anele,NN
12484,anelectric,NN
12485,anelectrode,NN
12486,anelectrotonic,NN
12487,anelectrotonus,NN
12488,aneled,VBN
12489,aneles,NNS
12490,aneling,VBG
12491,anelytrous,JJ
12492,anematize,VB
12493,anematized,VBN
12494,anematizing,VBG
12495,anematosis,NN
12496,anemia,NN
12497,anemias,NNS
12498,anemic,JJ
12499,anemically,RB
12500,anemious,JJ
12501,anemobiagraph,NN
12502,anemochord,NN
12503,anemochore,NN
12504,anemochoric,NN
12505,anemochorous,JJ
12506,anemoclastic,JJ
12507,anemogram,NN
12508,anemograph,NN
12509,anemography,NN
12510,anemographic,JJ
12511,anemographically,RB
12512,anemology,NN
12513,anemologic,NN
12514,anemological,JJ
12515,anemometer,NN
12516,anemometers,NNS
12517,anemometry,NN
12518,anemometric,NN
12519,anemometrical,JJ
12520,anemometrically,RB
12521,anemometrograph,NN
12522,anemometrographic,JJ
12523,anemometrographically,RB
12524,anemonal,JJ
12525,anemone,NN
12526,anemonella,NN
12527,anemones,NNS
12528,anemony,NN
12529,anemonin,NN
12530,anemonol,NN
12531,anemopathy,NN
12532,anemophile,NN
12533,anemophily,RB
12534,anemophilous,JJ
12535,anemopsis,NN
12536,anemoscope,NN
12537,anemoses,NNS
12538,anemosis,NN
12539,anemotactic,JJ
12540,anemotaxis,NN
12541,anemotropic,NN
12542,anemotropism,NN
12543,anencephaly,NN
12544,anencephalia,NNS
12545,anencephalic,NN
12546,anencephalotrophia,NN
12547,anencephalous,JJ
12548,anencephalus,NN
12549,anend,NN
12550,anenergia,NN
12551,anenst,NN
12552,anent,NN
12553,anenterous,JJ
12554,anepia,NN
12555,anepigraphic,JJ
12556,anepigraphous,JJ
12557,anepiploic,NN
12558,anepithymia,NN
12559,anerethisia,NN
12560,aneretic,JJ
12561,anergy,NN
12562,anergia,NN
12563,anergias,NNS
12564,anergic,NN
12565,anergies,NNS
12566,anerythroplasia,NN
12567,anerythroplastic,JJ
12568,anerly,RB
12569,aneroid,NN
12570,aneroidograph,NN
12571,aneroids,NNS
12572,anerotic,JJ
12573,anes,NNS
12574,anesis,NN
12575,anesone,NN
12576,anesthesia,NN
12577,anesthesiant,NN
12578,anesthesimeter,NN
12579,anesthesiology,NN
12580,anesthesiologies,NNS
12581,anesthesiologist,NN
12582,anesthesiologists,NNS
12583,anesthesiometer,NN
12584,anesthesis,NN
12585,anesthetic,JJ
12586,anesthetically,RB
12587,anesthetics,NNS
12588,anesthetist,NN
12589,anesthetists,NNS
12590,anesthetization,NN
12591,anesthetize,VB
12592,anesthetized,VBN
12593,anesthetizer,NN
12594,anesthetizes,NNS
12595,anesthetizing,VBG
12596,anesthyl,NN
12597,anestri,NN
12598,anestrous,JJ
12599,anestrus,NN
12600,anet,NN
12601,anethene,NN
12602,anethol,NN
12603,anethole,NN
12604,anetholes,NNS
12605,anethols,NNS
12606,anethum,NN
12607,anetic,JJ
12608,anetiological,JJ
12609,aneuch,JJ
12610,aneuploid,NN
12611,aneuploidy,NN
12612,aneuria,NNS
12613,aneuric,NN
12614,aneurilemmic,JJ
12615,aneurin,NN
12616,aneurine,NN
12617,aneurism,NN
12618,aneurysm,NN
12619,aneurismal,NN
12620,aneurysmal,NN
12621,aneurismally,RB
12622,aneurysmally,RB
12623,aneurismatic,JJ
12624,aneurysmatic,JJ
12625,aneurisms,NNS
12626,aneurysms,NNS
12627,anew,NN
12628,anezeh,NN
12629,anfeeld,NN
12630,anfract,NN
12631,anfractuose,NN
12632,anfractuosity,NN
12633,anfractuous,JJ
12634,anfractuousness,NN
12635,anfracture,NN
12636,anga,NN
12637,angakok,NN
12638,angakoks,NNS
12639,angakut,NN
12640,angami,NN
12641,angara,NN
12642,angaralite,NN
12643,angareb,NN
12644,angareeb,NN
12645,angarep,NN
12646,angary,JJ
12647,angaria,NNS
12648,angarias,NNS
12649,angariation,NN
12650,angaries,NNS
12651,angas,NN
12652,angdistis,NN
12653,angeyok,NN
12654,angekkok,NN
12655,angekok,NN
12656,angekut,NN
12657,angel,NN
12658,angela,NN
12659,angelate,NN
12660,angeldom,NN
12661,angeleen,NN
12662,angeleyes,NNS
12663,angeleno,NN
12664,angeles,NNS
12665,angelet,NN
12666,angelfish,NN
12667,angelfishes,NNS
12668,angelhood,NN
12669,angelic,NN
12670,angelica,NN
12671,angelical,JJ
12672,angelically,RB
12673,angelicalness,NN
12674,angelican,JJ
12675,angelicas,NN
12676,angelicic,NN
12677,angelicize,VB
12678,angelicness,NN
12679,angelico,NN
12680,angelim,NN
12681,angelin,NN
12682,angelina,NN
12683,angeline,NN
12684,angelinformal,NN
12685,angelique,NN
12686,angelito,NN
12687,angelize,VB
12688,angelized,VBN
12689,angelizing,VBG
12690,angellike,NN
12691,angelo,NN
12692,angelocracy,NN
12693,angelographer,NN
12694,angelolater,NN
12695,angelolatry,NN
12696,angelology,NN
12697,angelologic,NN
12698,angelological,JJ
12699,angelomachy,NN
12700,angelon,NN
12701,angelonia,NN
12702,angelophany,NN
12703,angelophanic,NN
12704,angelot,NN
12705,angels,NNS
12706,angelship,NN
12707,angelus,NN
12708,angeluses,NNS
12709,anger,NN
12710,angered,JJ
12711,angering,VBG
12712,angerless,NN
12713,angerly,RB
12714,angerona,NN
12715,angeronalia,NNS
12716,angers,NNS
12717,angetenar,NN
12718,angevin,NN
12719,angia,NN
12720,angiasthenia,NN
12721,angico,NN
12722,angie,NN
12723,angiectasis,NN
12724,angiectopia,NN
12725,angiemphraxis,NN
12726,angiitis,NN
12727,angild,NN
12728,angili,NN
12729,angilo,NN
12730,angina,NN
12731,anginal,JJ
12732,anginas,NNS
12733,anginiform,NN
12734,anginoid,NN
12735,anginophobia,NN
12736,anginose,NN
12737,anginous,JJ
12738,angioasthenia,NN
12739,angioataxia,NN
12740,angioblast,NN
12741,angioblastic,JJ
12742,angiocardiography,NN
12743,angiocardiographic,JJ
12744,angiocardiographies,NNS
12745,angiocarditis,NN
12746,angiocarp,NN
12747,angiocarpy,NN
12748,angiocarpian,JJ
12749,angiocarpic,NN
12750,angiocarpous,JJ
12751,angiocavernous,JJ
12752,angiocholecystitis,NN
12753,angiocholitis,NN
12754,angiochondroma,NN
12755,angiocyst,NN
12756,angioclast,NN
12757,angiodermatitis,NN
12758,angiodiascopy,NN
12759,angioelephantiasis,NN
12760,angiofibroma,NN
12761,angiogenesis,NN
12762,angiogeny,NN
12763,angiogenic,NN
12764,angioglioma,NN
12765,angiogram,NN
12766,angiograph,NN
12767,angiography,NN
12768,angiographic,JJ
12769,angiohemophilia,NNS
12770,angiohyalinosis,NN
12771,angiohydrotomy,NN
12772,angiohypertonia,NN
12773,angiohypotonia,NN
12774,angioid,NN
12775,angiokeratoma,NN
12776,angiokinesis,NN
12777,angiokinetic,JJ
12778,angioleucitis,NN
12779,angiolymphitis,NN
12780,angiolymphoma,NN
12781,angiolipoma,NN
12782,angiolith,NN
12783,angiology,NN
12784,angioma,NN
12785,angiomalacia,NN
12786,angiomas,NN
12787,angiomata,NNS
12788,angiomatosis,NN
12789,angiomatous,JJ
12790,angiomegaly,NN
12791,angiometer,NN
12792,angiomyocardiac,NN
12793,angiomyoma,NN
12794,angiomyosarcoma,NN
12795,angioneoplasm,NN
12796,angioneurosis,NN
12797,angioneurotic,JJ
12798,angionoma,NN
12799,angionosis,NN
12800,angioparalysis,NN
12801,angioparalytic,JJ
12802,angioparesis,NN
12803,angiopathy,NN
12804,angiophorous,JJ
12805,angioplany,NN
12806,angioplasty,NN
12807,angioplerosis,NN
12808,angiopoietic,JJ
12809,angiopressure,NN
12810,angiorrhagia,NN
12811,angiorrhaphy,NN
12812,angiorrhea,NN
12813,angiorrhexis,NN
12814,angiosarcoma,NN
12815,angiosclerosis,NN
12816,angiosclerotic,JJ
12817,angioscope,NN
12818,angiosymphysis,NN
12819,angiosis,NN
12820,angiospasm,NN
12821,angiospastic,JJ
12822,angiosperm,NN
12823,angiospermae,NN
12824,angiospermal,NN
12825,angiospermatous,JJ
12826,angiospermic,JJ
12827,angiospermous,JJ
12828,angiosperms,NNS
12829,angiosporous,JJ
12830,angiostegnosis,NN
12831,angiostenosis,NN
12832,angiosteosis,NN
12833,angiostomy,NN
12834,angiostomize,VB
12835,angiostrophy,NN
12836,angiotasis,NN
12837,angiotelectasia,NN
12838,angiotenosis,NN
12839,angiotensin,NN
12840,angiotensinase,NN
12841,angiothlipsis,NN
12842,angiotome,NN
12843,angiotomy,NN
12844,angiotonase,NN
12845,angiotonic,NN
12846,angiotonin,NN
12847,angiotribe,NN
12848,angiotripsy,NN
12849,angiotrophic,JJ
12850,angiport,NN
12851,angka,NN
12852,angkhak,NN
12853,anglaise,NN
12854,angle,NN
12855,angleberry,NN
12856,angled,VBN
12857,angledog,NN
12858,angledozer,NN
12859,anglehook,NN
12860,anglemeter,NN
12861,anglepod,NN
12862,anglepods,NNS
12863,angler,NN
12864,anglers,NNS
12865,angles,NNS
12866,anglesite,NN
12867,anglesmith,NN
12868,angletouch,JJ
12869,angletwitch,NN
12870,anglewing,VBG
12871,anglewise,NN
12872,angleworm,NN
12873,angleworms,NNS
12874,angliae,NN
12875,anglian,JJ
12876,anglians,NNS
12877,anglic,NN
12878,anglican,JJ
12879,anglicanism,NN
12880,anglicanisms,NNS
12881,anglicanize,VB
12882,anglicanly,RB
12883,anglicans,NNS
12884,anglicanum,NN
12885,anglice,NN
12886,anglicisation,NN
12887,anglicism,NN
12888,anglicisms,NNS
12889,anglicist,NN
12890,anglicization,NN
12891,anglicize,VB
12892,anglicized,VBN
12893,anglicizes,NNS
12894,anglicizing,VBG
12895,anglify,NN
12896,anglification,NN
12897,anglimaniac,NN
12898,angling,VBG
12899,anglings,NNS
12900,anglish,JJ
12901,anglist,NN
12902,anglistics,NNS
12903,anglo,NN
12904,anglogaea,NN
12905,anglogaean,NN
12906,angloid,NN
12907,angloman,NN
12908,anglomane,NN
12909,anglomania,NN
12910,anglomaniac,NN
12911,anglophil,NN
12912,anglophile,NN
12913,anglophiles,NNS
12914,anglophily,RB
12915,anglophilia,NNS
12916,anglophiliac,NN
12917,anglophilic,NN
12918,anglophilism,NN
12919,anglophobe,NN
12920,anglophobes,NNS
12921,anglophobia,NN
12922,anglophobiac,NN
12923,anglophobic,NN
12924,anglophobist,NN
12925,anglos,NN
12926,ango,NN
12927,angoise,NN
12928,angola,NN
12929,angolan,NN
12930,angolans,NNS
12931,angolar,NN
12932,angolese,JJ
12933,angor,NN
12934,angora,NNS
12935,angoras,NNS
12936,angostura,NN
12937,angouleme,NN
12938,angoumian,JJ
12939,angraecum,NN
12940,angry,JJ
12941,angrier,NN
12942,angriest,NN
12943,angrily,RB
12944,angriness,NN
12945,angrite,NN
12946,angst,NN
12947,angster,NN
12948,angstrom,NN
12949,angstroms,NNS
12950,angsts,NNS
12951,anguid,NN
12952,anguidae,NN
12953,anguiform,NN
12954,anguilla,NN
12955,anguillaria,NNS
12956,anguille,NN
12957,anguillidae,NN
12958,anguilliform,NN
12959,anguilloid,NN
12960,anguillula,NN
12961,anguillule,NN
12962,anguillulidae,NN
12963,anguimorpha,NN
12964,anguine,NN
12965,anguineal,NN
12966,anguineous,JJ
12967,anguinidae,NN
12968,anguiped,NNS
12969,anguis,NN
12970,anguish,NN
12971,anguished,VBN
12972,anguishes,NNS
12973,anguishful,NN
12974,anguishing,VBG
12975,anguishous,JJ
12976,anguishously,RB
12977,angula,NN
12978,angular,NN
12979,angulare,NN
12980,angularia,NNS
12981,angularity,NN
12982,angularities,NNS
12983,angularization,NN
12984,angularize,VB
12985,angularly,RB
12986,angularness,NN
12987,angulate,NN
12988,angulated,VBN
12989,angulately,RB
12990,angulateness,NN
12991,angulates,NNS
12992,angulating,VBG
12993,angulation,NN
12994,angulatogibbous,JJ
12995,angulatosinuous,JJ
12996,angule,NN
12997,anguliferous,JJ
12998,angulinerved,VBN
12999,anguloa,NN
13000,angulodentate,NN
13001,angulometer,NN
13002,angulose,NN
13003,angulosity,NN
13004,angulosplenial,JJ
13005,angulous,JJ
13006,angulus,NN
13007,anguria,NNS
13008,angus,NN
13009,anguses,NNS
13010,angust,NN
13011,angustate,NN
13012,angustia,NN
13013,angusticlave,NN
13014,angustifoliate,NN
13015,angustifolious,JJ
13016,angustirostrate,NN
13017,angustisellate,NN
13018,angustiseptal,NN
13019,angustiseptate,NN
13020,angustura,NN
13021,angwantibo,NN
13022,angwich,NN
13023,anhaematopoiesis,NN
13024,anhaematosis,NN
13025,anhaemolytic,JJ
13026,anhalamine,NN
13027,anhaline,NN
13028,anhalonidine,NN
13029,anhalonin,NN
13030,anhalonine,NN
13031,anhalonium,NN
13032,anhalouidine,NN
13033,anhang,NN
13034,anhanga,NN
13035,anharmonic,NN
13036,anhedonia,NN
13037,anhedonic,NN
13038,anhedral,JJ
13039,anhedron,NN
13040,anhelation,NN
13041,anhele,NN
13042,anhelose,NN
13043,anhelous,JJ
13044,anhematopoiesis,NN
13045,anhematosis,NN
13046,anhemitonic,NN
13047,anhemolytic,JJ
13048,anhyd,NN
13049,anhydraemia,NN
13050,anhydraemic,JJ
13051,anhydrate,NN
13052,anhydrated,VBN
13053,anhydrating,VBG
13054,anhydration,NN
13055,anhydremia,NN
13056,anhydremic,JJ
13057,anhydric,NN
13058,anhydride,NN
13059,anhydrides,NNS
13060,anhydridization,NN
13061,anhydridize,VB
13062,anhydrite,NN
13063,anhydrization,NN
13064,anhydrize,VB
13065,anhydroglocose,NN
13066,anhydromyelia,NNS
13067,anhidrosis,NN
13068,anhydrosis,NN
13069,anhidrotic,JJ
13070,anhydrotic,JJ
13071,anhydrous,JJ
13072,anhydrously,RB
13073,anhydroxime,NN
13074,anhima,NN
13075,anhimae,NN
13076,anhimidae,NN
13077,anhinga,NN
13078,anhingas,NN
13079,anhysteretic,JJ
13080,anhistic,JJ
13081,anhistous,JJ
13082,anhungered,VBN
13083,anhungry,NN
13084,ani,NN
13085,any,DT
13086,aniba,NN
13087,anybody,NN
13088,anybodyd,NN
13089,anybodies,NNS
13090,anicca,NN
13091,anice,NN
13092,anychia,NN
13093,aniconic,NN
13094,aniconism,NN
13095,anicular,NN
13096,anicut,NN
13097,anidian,JJ
13098,anidiomatic,JJ
13099,anidiomatical,JJ
13100,anidrosis,NN
13101,aniellidae,NN
13102,aniente,NN
13103,anientise,NN
13104,anigh,NN
13105,anight,NN
13106,anights,NNS
13107,anyhow,NN
13108,anil,NN
13109,anilao,NN
13110,anilau,NN
13111,anile,NN
13112,anileness,NN
13113,anilic,NN
13114,anilid,NN
13115,anilide,NN
13116,anilidic,NN
13117,anilidoxime,NN
13118,aniliid,NN
13119,anilin,NN
13120,anilinctus,NN
13121,aniline,NN
13122,anilines,NNS
13123,anilingus,NN
13124,anilinism,NN
13125,anilino,NN
13126,anilinophile,NN
13127,anilinophilous,JJ
13128,anilins,NNS
13129,anility,NN
13130,anilities,NNS
13131,anilla,NN
13132,anilopyrin,NN
13133,anilopyrine,NN
13134,anils,NNS
13135,anim,NN
13136,anima,NN
13137,animability,NN
13138,animable,JJ
13139,animableness,NN
13140,animacule,NN
13141,animadversal,NN
13142,animadversion,NN
13143,animadversional,JJ
13144,animadversions,NNS
13145,animadversive,JJ
13146,animadversiveness,NN
13147,animadvert,NN
13148,animadverted,VBN
13149,animadverter,NN
13150,animadverting,VBG
13151,animadverts,NNS
13152,animal,NN
13153,animala,NN
13154,animalcula,NN
13155,animalculae,NN
13156,animalcular,NN
13157,animalcule,NN
13158,animalcules,NNS
13159,animalculine,NN
13160,animalculism,NN
13161,animalculist,NN
13162,animalculous,JJ
13163,animalculum,NN
13164,animalhood,NN
13165,animalia,NNS
13166,animalian,JJ
13167,animalic,NN
13168,animalier,NN
13169,animalillio,NN
13170,animalisation,NN
13171,animalise,NN
13172,animalised,VBN
13173,animalish,JJ
13174,animalising,VBG
13175,animalism,NN
13176,animalist,NN
13177,animalistic,JJ
13178,animality,NN
13179,animalities,NNS
13180,animalivora,NNS
13181,animalivore,NN
13182,animalivorous,JJ
13183,animalization,NN
13184,animalize,VB
13185,animalized,VBN
13186,animalizing,VBG
13187,animally,RB
13188,animallike,NN
13189,animalness,NN
13190,animals,NNS
13191,animando,NN
13192,animant,NN
13193,animas,NN
13194,animastic,JJ
13195,animastical,JJ
13196,animate,NN
13197,animated,VBN
13198,animatedly,RB
13199,animately,RB
13200,animateness,NN
13201,animater,NN
13202,animaters,NNS
13203,animates,NNS
13204,animating,VBG
13205,animatingly,RB
13206,animation,NN
13207,animations,NNS
13208,animatism,NN
13209,animatist,NN
13210,animatistic,JJ
13211,animative,JJ
13212,animato,NN
13213,animatograph,NN
13214,animator,NN
13215,animators,NNS
13216,anime,NN
13217,animes,NNS
13218,animetta,NN
13219,animi,NN
13220,animikean,NN
13221,animikite,NN
13222,animine,NN
13223,animis,NN
13224,animism,NN
13225,animisms,NNS
13226,animist,NN
13227,animistic,JJ
13228,animists,NNS
13229,animize,VB
13230,animized,VBN
13231,animo,NN
13232,anymore,RB
13233,animose,NN
13234,animoseness,NN
13235,animosity,NN
13236,animosities,NNS
13237,animoso,NN
13238,animotheism,NN
13239,animous,JJ
13240,animus,NN
13241,animuses,NNS
13242,anion,NN
13243,anyone,NN
13244,anionic,NN
13245,anionically,RB
13246,anionics,NNS
13247,anions,NNS
13248,anyplace,NN
13249,aniridia,NN
13250,anis,NN
13251,anisado,NN
13252,anisal,NN
13253,anisalcohol,NN
13254,anisaldehyde,NN
13255,anisaldoxime,NN
13256,anisamide,NN
13257,anisandrous,JJ
13258,anisanilide,NN
13259,anisanthous,JJ
13260,anisate,NN
13261,anisated,VBN
13262,anischuria,NNS
13263,anise,NN
13264,aniseed,NN
13265,aniseeds,NNS
13266,aniseikonia,NN
13267,aniseikonic,NN
13268,aniselike,NN
13269,aniseroot,NN
13270,anises,NNS
13271,anisette,NN
13272,anisettes,NNS
13273,anisic,JJ
13274,anisidin,NN
13275,anisidine,NN
13276,anisidino,NN
13277,anisil,NN
13278,anisyl,NN
13279,anisilic,NN
13280,anisylidene,NN
13281,anisobranchiate,NN
13282,anisocarpic,NN
13283,anisocarpous,JJ
13284,anisocercal,JJ
13285,anisochromatic,JJ
13286,anisochromia,NN
13287,anisocycle,NN
13288,anisocytosis,NN
13289,anisocoria,NNS
13290,anisocotyledonous,JJ
13291,anisocotyly,NN
13292,anisocratic,JJ
13293,anisodactyl,NN
13294,anisodactyla,NN
13295,anisodactyle,NN
13296,anisodactyli,NN
13297,anisodactylic,NN
13298,anisodactylous,JJ
13299,anisodont,NN
13300,anisogamete,NN
13301,anisogametes,NNS
13302,anisogametic,JJ
13303,anisogamy,NN
13304,anisogamic,JJ
13305,anisogamous,JJ
13306,anisogeny,NN
13307,anisogenous,JJ
13308,anisogynous,JJ
13309,anisognathism,NN
13310,anisognathous,JJ
13311,anisoiconia,NN
13312,anisoyl,NN
13313,anisoin,NN
13314,anisokonia,NN
13315,anisol,NN
13316,anisole,NN
13317,anisoles,NNS
13318,anisoleucocytosis,NN
13319,anisomeles,NNS
13320,anisomelia,NNS
13321,anisomelus,NN
13322,anisomeric,NN
13323,anisomerous,JJ
13324,anisometric,NN
13325,anisometrope,NN
13326,anisometropia,NN
13327,anisometropic,NN
13328,anisomyarian,JJ
13329,anisomyodi,NN
13330,anisomyodian,JJ
13331,anisomyodous,JJ
13332,anisopetalous,JJ
13333,anisophylly,RB
13334,anisophyllous,JJ
13335,anisopia,NN
13336,anisopleural,JJ
13337,anisopleurous,JJ
13338,anisopod,NN
13339,anisopoda,NN
13340,anisopodal,NN
13341,anisopodous,JJ
13342,anisopogonous,JJ
13343,anisoptera,NN
13344,anisopteran,NN
13345,anisopterous,JJ
13346,anisosepalous,JJ
13347,anisospore,NN
13348,anisostaminous,JJ
13349,anisostemonous,JJ
13350,anisosthenic,NN
13351,anisostichous,JJ
13352,anisostichus,RB
13353,anisostomous,JJ
13354,anisotonic,NN
13355,anisotropal,NN
13356,anisotrope,NN
13357,anisotropy,NN
13358,anisotropic,NN
13359,anisotropical,JJ
13360,anisotropically,RB
13361,anisotropies,NNS
13362,anisotropism,NN
13363,anisotropous,JJ
13364,anystidae,NN
13365,anisum,NN
13366,anisuria,NNS
13367,anita,NN
13368,anither,NN
13369,anything,NN
13370,anythingarian,JJ
13371,anythingarianism,NN
13372,anythings,NNS
13373,anytime,NN
13374,anitinstitutionalism,NN
13375,anitos,NNS
13376,anitrogenous,JJ
13377,anyway,RB
13378,anyways,NNS
13379,anywhen,NN
13380,anywhence,NN
13381,anywhere,RB
13382,anywhereness,NN
13383,anywheres,NNS
13384,anywhy,NN
13385,anywhither,NN
13386,anywise,NN
13387,anywither,NN
13388,anjan,NN
13389,anjou,NN
13390,ankara,NN
13391,ankaramite,NN
13392,ankaratrite,NN
13393,ankee,NN
13394,anker,NN
13395,ankerhold,NN
13396,ankerite,NN
13397,ankerites,NNS
13398,ankh,NN
13399,ankhs,NN
13400,ankylenteron,NN
13401,ankyloblepharon,NN
13402,ankylocheilia,NNS
13403,ankylodactylia,NNS
13404,ankylodontia,NN
13405,ankyloglossia,NN
13406,ankylomele,NN
13407,ankylomerism,NN
13408,ankylophobia,NN
13409,ankylopodia,NN
13410,ankylopoietic,JJ
13411,ankyloproctia,NN
13412,ankylorrhinia,NN
13413,ankylos,NN
13414,ankylosaur,NN
13415,ankylosaurus,NN
13416,ankylose,NN
13417,ankylosed,VBN
13418,ankyloses,NNS
13419,ankylosing,VBG
13420,ankylosis,NN
13421,ankylostoma,NN
13422,ankylostomiasis,NN
13423,ankylotia,NN
13424,ankylotic,JJ
13425,ankylotome,NN
13426,ankylotomy,NN
13427,ankylurethria,NNS
13428,ankyroid,NN
13429,ankle,NN
13430,anklebone,NN
13431,anklebones,NNS
13432,anklejack,NN
13433,ankles,NNS
13434,anklet,NN
13435,anklets,NNS
13436,anklong,RB
13437,anklung,NN
13438,ankoli,NN
13439,ankou,NN
13440,ankus,NN
13441,ankuses,NNS
13442,ankush,NN
13443,ankusha,NN
13444,ankushes,NNS
13445,anlace,NN
13446,anlaces,NNS
13447,anlage,NN
13448,anlagen,NN
13449,anlages,NNS
13450,anlas,NNS
13451,anlases,NNS
13452,anlaut,NN
13453,anlaute,NN
13454,anlet,NN
13455,anlia,NNS
13456,anmia,NN
13457,ann,NN
13458,anna,NN
13459,annabel,NN
13460,annabergite,NN
13461,annal,JJ
13462,annale,NN
13463,annaly,NN
13464,annalia,NNS
13465,annaline,NN
13466,annalism,NN
13467,annalist,NN
13468,annalistic,JJ
13469,annalistically,RB
13470,annalists,NNS
13471,annalize,VB
13472,annals,NNS
13473,annam,NN
13474,annamese,JJ
13475,annamite,NN
13476,annamitic,JJ
13477,annapolis,NNS
13478,annapurna,NN
13479,annard,NN
13480,annary,JJ
13481,annas,NNS
13482,annat,NN
13483,annates,NNS
13484,annats,NNS
13485,annatto,NN
13486,annattos,NNS
13487,anne,NN
13488,anneal,NN
13489,annealed,VBN
13490,annealer,NN
13491,annealers,NNS
13492,annealing,VBG
13493,anneals,NNS
13494,annect,NN
13495,annectant,NN
13496,annectent,NN
13497,annection,NN
13498,annelid,NN
13499,annelida,NN
13500,annelidan,NN
13501,annelides,NNS
13502,annelidian,JJ
13503,annelidous,JJ
13504,annelids,NNS
13505,annelism,NN
13506,annellata,NNS
13507,anneloid,NN
13508,annerodite,NN
13509,annerre,NN
13510,anneslia,NNS
13511,annet,NN
13512,annette,NN
13513,annex,NN
13514,annexa,NN
13515,annexable,JJ
13516,annexal,NN
13517,annexation,NN
13518,annexational,JJ
13519,annexationism,NN
13520,annexationist,NN
13521,annexations,NNS
13522,annexe,NN
13523,annexed,NN
13524,annexer,NN
13525,annexes,NNS
13526,annexing,VBG
13527,annexion,NN
13528,annexionist,NN
13529,annexitis,NN
13530,annexive,JJ
13531,annexment,NN
13532,annexure,NN
13533,anni,NN
13534,annicut,NN
13535,annidalin,NN
13536,annie,NN
13537,anniellidae,NN
13538,annihil,NN
13539,annihilability,NN
13540,annihilable,JJ
13541,annihilate,NN
13542,annihilated,VBN
13543,annihilates,NNS
13544,annihilating,VBG
13545,annihilation,NN
13546,annihilationism,NN
13547,annihilationist,NN
13548,annihilationistic,JJ
13549,annihilationistical,JJ
13550,annihilative,JJ
13551,annihilator,NN
13552,annihilatory,NN
13553,annihilators,NNS
13554,annist,NN
13555,annite,NN
13556,anniv,NN
13557,anniversalily,RB
13558,anniversary,NN
13559,anniversaries,NNS
13560,anniversarily,RB
13561,anniversariness,NN
13562,anniverse,NN
13563,anno,NN
13564,annodated,VBN
13565,annoy,NN
13566,annoyance,NN
13567,annoyancer,NN
13568,annoyances,NNS
13569,annoyed,NNS
13570,annoyer,NN
13571,annoyers,NNS
13572,annoyful,NN
13573,annoying,VBG
13574,annoyingly,RB
13575,annoyingness,NN
13576,annoyment,NN
13577,annoyous,JJ
13578,annoyously,RB
13579,annoys,NNS
13580,annominate,NN
13581,annomination,NN
13582,annona,NN
13583,annonaceae,NN
13584,annonaceous,JJ
13585,annonce,NN
13586,annot,NN
13587,annotate,NN
13588,annotated,VBN
13589,annotater,NN
13590,annotates,NNS
13591,annotating,VBG
13592,annotation,NN
13593,annotations,NNS
13594,annotative,JJ
13595,annotatively,RB
13596,annotativeness,NN
13597,annotator,NN
13598,annotatory,NN
13599,annotators,NNS
13600,annotine,NN
13601,annotinous,JJ
13602,annotto,NN
13603,announce,NN
13604,announceable,JJ
13605,announced,VBD
13606,announcement,NN
13607,announcements,NNS
13608,announcer,NN
13609,announcers,NNS
13610,announces,NNS
13611,announcing,VBG
13612,annual,JJ
13613,annualist,NN
13614,annualize,VB
13615,annualized,VBN
13616,annually,RB
13617,annuals,NNS
13618,annuary,JJ
13619,annuation,NN
13620,annueler,NN
13621,annueller,NN
13622,annuent,NN
13623,annuisance,NN
13624,annuitant,NN
13625,annuitants,NNS
13626,annuity,NN
13627,annuities,NNS
13628,annul,NN
13629,annular,NN
13630,annulary,JJ
13631,annularia,NNS
13632,annularity,NN
13633,annularly,RB
13634,annulata,NNS
13635,annulate,NN
13636,annulated,VBN
13637,annulately,RB
13638,annulation,NN
13639,annulations,NNS
13640,annule,NN
13641,annuler,NN
13642,annulet,NN
13643,annulets,NNS
13644,annulettee,NN
13645,annuli,NN
13646,annulism,NN
13647,annullable,JJ
13648,annullate,NN
13649,annullation,NN
13650,annulled,VBN
13651,annuller,NN
13652,annulli,NN
13653,annulling,VBG
13654,annulment,NN
13655,annulments,NNS
13656,annuloid,NN
13657,annuloida,NN
13658,annulosa,NN
13659,annulosan,NN
13660,annulose,NN
13661,annuls,NNS
13662,annulus,NN
13663,annuluses,NNS
13664,annum,NN
13665,annumerate,NN
13666,annunciable,JJ
13667,annunciade,NN
13668,annunciate,NN
13669,annunciated,VBN
13670,annunciates,NNS
13671,annunciating,VBG
13672,annunciation,NN
13673,annunciations,NNS
13674,annunciative,JJ
13675,annunciator,NN
13676,annunciatory,NN
13677,annunciators,NNS
13678,annus,NN
13679,anoa,NN
13680,anoas,NN
13681,anobiidae,NN
13682,anobing,VBG
13683,anocarpous,JJ
